,session,subject,parent_det_str,child_det_str,parent_indef_def_adj_nps
40095,2,66,the room,,the room
40113,2,66,the floor,,the floor
40122,2,66,the Pooh,,the Pooh
40136,2,66,a girl,,a girl
40140,2,66,the owl,,the owl
40144,2,66,the #,,the #
40148,2,66,the disk,,the disk
40162,2,66,the game,,the game
40167,2,66,a baby,,a baby
40174,2,66,the farm,,the farm
40175,2,66,a crab,,a crab
40176,2,66,a crab,,a crab
40193,2,66,a crab,,a crab
40194,2,66,a crab,,a crab
40206,2,66,the living,,the living
40220,2,66,the dolly,,the dolly
40234,2,66,the dolly,,the dolly
40244,2,66,the living,,the living
40251,2,66,the living,,the living
40266,2,66,the pack,,the pack
40267,2,66,the dolly,,the dolly
40269,2,66,the pack,,the pack
40271,2,66,the pack,,the pack
40272,2,66,the baby,,the baby
40293,2,66,the baby,,the baby
40302,2,66,the pack,,the pack
40303,2,66,the pack,,the pack
40304,2,66,the pack,,the pack
40310,2,66,a book,,a book
40311,2,66,the baby,,the baby
40323,2,66,a book,,a book
40324,2,66,a book,,a book
40327,2,66,the baby,,the baby
40329,2,66,the book,,the book
40334,2,66,the book,,the book
40339,2,66,the angel,,the angel
40342,2,66,the wings,,the wings
40354,2,66,the cloud,,the cloud
40363,2,66,the stars,,the stars
40367,2,66,a bucket,,a bucket
40371,2,66,a rag,,a rag
40372,2,66,the rag,,the rag
40384,2,66,a star,,a star
40388,2,66,the pack,,the pack
40394,2,66,the baby,,the baby
40396,2,66,a bottle,,a bottle
40430,2,66,a tigger,,a tigger
40460,2,66,the book,,the book
40463,2,66,the book,,the book
40484,2,66,the book,,the book
40492,2,66,the toys,,the toys
40494,2,66,the per,,the per
40496,2,66,the bathroom,,the bathroom
40497,2,66,the stairs,,the stairs
40501,2,66,a telephone,,a telephone
40540,2,66,the book,,the book
40541,2,66,the book,,the book
40598,2,66,the head,,the head
40683,2,66,the boat,,the boat
40684,2,66,the boat,,the boat
40687,2,66,the boat,,the boat
40694,2,66,the circle,,the circle
40695,2,66,the circle,,the circle
40701,2,66,the circle,,the circle
40729,2,66,the back,,the back
40753,2,66,the computer,,the computer
40812,2,66,the potty,,the potty
40869,2,66,the hands,,the hands
40875,2,66,the horse,,the horse
40889,2,66,a ride,,a ride
40891,2,66,a ride,,a ride
40894,2,66,the park,,the park
40896,2,66,the side,,the side
40897,2,66,the side,,the side
40901,2,66,the block,,the block
40903,2,66,the park,,the park
40916,2,66,a name,,a name
40945,2,66,a comb,,a comb
40963,2,66,the rocker,,the rocker
40994,2,66,the couch,,the couch
41015,2,66,a kiss,,a kiss
41039,2,66,the chair,,the chair
41042,2,66,the rocker,,the rocker
41053,2,66,the horse,,the horse
41082,2,66,the baby,,the baby
41123,2,68,a minute,,a minute
41146,2,68,the gate,,the gate
41149,2,68,the use,,the use
41223,2,68,the chair,,the chair
41267,2,68,a gas,,a gas
41310,2,68,a lot,,a lot
41341,2,68,a hug,,a hug
41342,2,68,a hug,,a hug
41343,2,68,a bit,,a bit
41372,2,68,the house,,the house
41385,2,68,the volume,,the volume
41397,2,68,the ball,,the ball
41399,2,68,the toy,,the toy
41401,2,68,the bathroom,,the bathroom
41458,2,68,the lady,,the lady
41459,2,68,a lot,,a lot
41470,2,68,the daredevil,,the daredevil
41480,2,68,the baby,,the baby
41483,2,68,the baby,,the baby
41489,2,68,the stairs,,the stairs
41491,2,68,the banister,,the banister
41511,2,68,a girl,,a girl
41514,2,68,the side,,the side
41521,2,68,the #,,the #
41524,2,68,the kitchen,,the kitchen
41539,2,68,a apple,,a apple
41558,2,68,the garbage,,the garbage
41566,2,68,the garbage,,the garbage
41570,2,68,the dirty,,the dirty
41599,2,68,a parachute,,a parachute
41601,2,68,a parachute,,a parachute
41604,2,68,a parachute,,a parachute
41610,2,68,the table,,the table
41629,2,68,the baby,,the baby
41630,2,68,the baby,,the baby
41648,2,68,a hug,,a hug
41649,2,68,a hug,,a hug
41704,2,68,the stereo,,the stereo
41713,2,68,the kitchen,,the kitchen
41722,2,68,a lot,,a lot
41740,2,72,the bee,,the bee
41741,2,72,the bee,,the bee
41742,2,72,a bee,,a bee
41743,2,72,the bee,,the bee
41746,2,72,the bee,,the bee
41747,2,72,the bee,,the bee
41748,2,72,a bee,,a bee
41749,2,72,a bee,,a bee
41750,2,72,the bee,,the bee
41751,2,72,the bee,,the bee
41752,2,72,the bee,,the bee
41753,2,72,the bee,,the bee
41754,2,72,the bee,,the bee
41765,2,72,a tree,,a tree
41768,2,72,the tree,,the tree
41769,2,72,a tree,,a tree
41770,2,72,the tree,,the tree
41771,2,72,the tree,,the tree
41772,2,72,a tree,,a tree
41773,2,72,a tree,,a tree
41776,2,72,the tree,,the tree
41787,2,72,the tree,,the tree
41801,2,72,the animals,,the animals
41822,2,72,a kitty,,a kitty
41826,2,72,the kitty,,the kitty
41827,2,72,the kitty,,the kitty
41831,2,72,the kitty,,the kitty
41832,2,72,the kitty,,the kitty
41834,2,72,the kitty,,the kitty
41843,2,72,a look,,a look
41853,2,72,the battery,,the battery
41873,2,72,the box,,the box
41883,2,72,the door,,the door
41884,2,72,the door,,the door
41886,2,72,the door,,the door
41914,2,72,the windows,,the windows
41915,2,72,the windows,,the windows
41916,2,72,the windows,,the windows
41940,2,72,the turtle,,the turtle
41956,2,72,a walk,,a walk
41978,2,72,the fences,,the fences
41982,2,72,the fence,,the fence
41984,2,72,the fence,,the fence
41997,2,72,the one,,the one
42002,2,72,the day,,the day
42044,2,72,the door,,the door
42049,2,72,a window,,a window
42051,2,72,the window,,the window
42052,2,72,the door,,the door
42069,2,72,the puzzle,,the puzzle
42070,2,72,the mouse,,the mouse
42071,2,72,the mouse,,the mouse
42072,2,72,the mouse,,the mouse
42098,2,72,a caterpillar,,a caterpillar
42104,2,72,the piece,,the piece
42111,2,72,a walk,,a walk
42141,2,72,the farm,,the farm
42143,2,72,a walk,,a walk
42158,2,72,a lady,,a lady
42162,2,72,a car,,a car
42176,2,72,a window,,a window
42197,2,72,the window,,the window
42210,2,72,a walk,,a walk
42215,2,72,a walk,,a walk
42216,2,72,the kitchen,,the kitchen
42217,2,72,the kitchen,,the kitchen
42242,2,72,a walk,,a walk
42243,2,72,a walk,,a walk
42260,2,72,the door,,the door
42261,2,72,a light,,a light
42267,2,72,a couple,,a couple
42287,2,72,the telephone,,the telephone
42288,2,72,the telephone,,the telephone
42289,2,72,the telephone,,the telephone
42290,2,72,the phone,,the phone
42292,2,72,the phone,,the phone
42297,2,72,the phone,,the phone
42405,2,72,a baby,,a baby
42406,2,72,a baby,,a baby
42407,2,72,the baby,,the baby
42409,2,72,a baby,,a baby
42410,2,72,a baby,,a baby
42423,2,72,the refrigerator,,the refrigerator
42443,2,72,a obstacles,,a obstacles
42449,2,72,a bit,,a bit
42466,2,72,a couple,,a couple
42467,2,72,a book,,a book
42468,2,72,a book,,a book
42472,2,72,a water,,a water
42478,2,72,a book,,a book
42497,2,72,the monkey,,the monkey
42521,2,72,the window,,the window
42529,2,72,the moment,,the moment
42534,2,72,a look,,a look
42540,2,72,a look,,a look
42548,2,72,a look,,a look
42560,2,72,a car,,a car
42561,2,72,a car,,a car
42575,2,72,a dirt,,a dirt
42603,2,72,the floor,,the floor
42604,2,72,the floor,,the floor
42605,2,72,a box,,a box
42612,2,72,the box,,the box
42625,2,72,the crab,,the crab
42626,2,72,a crab,,a crab
42628,2,72,a crab,,a crab
42637,2,72,a walk,,a walk
42638,2,72,the box,,the box
42652,2,72,a couple,,a couple
42659,2,72,the lid,,the lid
42685,2,72,a help,,a help
42707,2,72,a lot,,a lot
42713,2,72,a help,,a help
42723,2,72,the idea,,the idea
42726,2,72,a bit,,a bit
42727,2,72,the edge,,the edge
42750,2,72,a bit,,a bit
42751,2,72,a bit,,a bit
42765,2,72,a bit,,a bit
42778,2,72,a cheerio,,a cheerio
42781,2,72,a cheerio,,a cheerio
42783,2,72,the floor,,the floor
42788,2,72,a bit,,a bit
42805,2,72,the floor,,the floor
42811,2,72,the circuit,,the circuit
42826,2,72,a time,,a time
42831,2,72,a sip,,a sip
42832,2,72,a water,,a water
42848,2,72,a bit,,a bit
42856,2,72,a wagon,,a wagon
42860,2,72,a wagon,,a wagon
42861,2,72,the highchair,,the highchair
42867,2,72,a wagon,,a wagon
42875,2,72,the window,,the window
42878,2,72,the window,,the window
42879,2,72,the window,,the window
42881,2,72,the window,,the window
42894,2,72,a bib,,a bib
42911,2,72,a bit,,a bit
42913,2,72,a bite,,a bite
42916,2,72,a bite,,a bite
42920,2,72,a piece,,a piece
42924,2,72,a bite,,a bite
42939,2,72,a water,,a water
42955,2,72,the water,,the water
42971,2,72,a bit,,a bit
42991,2,72,a bit,,a bit
43004,2,72,a bit,,a bit
43009,2,72,the mouth,,the mouth
43022,2,72,the mouth,,the mouth
43026,2,72,a piece,,a piece
43035,2,72,a bit,,a bit
43042,2,72,a banana,,a banana
43044,2,72,a banana,,a banana
43045,2,72,the banana,,the banana
43046,2,72,a bit,,a bit
43047,2,72,a bite,,a bite
43053,2,72,a piece,,a piece
43070,2,72,a bite,,a bite
43071,2,72,the banana,,the banana
43087,2,72,a bite,,a bite
43090,2,72,a bite,,a bite
43100,2,72,a water,,a water
43136,2,72,a bite,,a bite
43142,2,72,a second,,a second
43162,2,72,a bit,,a bit
43165,2,72,a medicine,,a medicine
43167,2,72,a bit,,a bit
43222,2,72,a bit,,a bit
43270,2,72,a couple,,a couple
43282,2,72,the meantime,,the meantime
43297,2,72,a look,,a look
43304,2,72,a puzzles,,a puzzles
43324,2,72,a smoke,,a smoke
43327,2,72,a story,,a story
43337,2,72,a smoke,,a smoke
43341,2,72,a couple,,a couple
43350,2,72,a piece,,a piece
43363,2,72,a tissue,,a tissue
43417,2,72,a chick,,a chick
43433,2,72,a puppy,,a puppy
43458,2,72,the chair,,the chair
43462,2,72,the chair,,the chair
43477,2,72,a nap,,a nap
43478,2,72,a nap,,a nap
43498,2,73,the diet,,the diet
43509,2,73,the cookies,,the cookies
43511,2,73,the potatoes,,the potatoes
43520,2,73,a nap,,a nap
43532,2,73,a mess,,a mess
43536,2,73,the cat,,the cat
43558,2,73,a diet,,a diet
43563,2,73,the way,,the way
43573,2,73,a seat,,a seat
43588,2,73,the #,,the #
43608,2,73,a minute,,a minute
43612,2,73,the one,,the one
43636,2,73,the baby,,the baby
43638,2,73,the pencil,,the pencil
43643,2,73,the animals,,the animals
43649,2,73,the one,,the one
43675,2,73,a line,,a line
43689,2,73,a sticker,,a sticker
43695,2,73,a sticker,,a sticker
43696,2,73,a sticker,,a sticker
43699,2,73,a sticker,,a sticker
43720,2,73,the floor,,the floor
43721,2,73,the floor,,the floor
43779,2,73,the ladder,,the ladder
43790,2,73,a piece,,a piece
43813,2,73,the matter,,the matter
43829,2,73,a lid,,a lid
43839,2,73,a girl,,a girl
43861,2,73,a cookie,,a cookie
43874,2,73,a kiss,,a kiss
43906,2,73,a dog,,a dog
43908,2,73,the matter,,the matter
43960,2,73,the baby,,the baby
43962,2,73,the table,,the table
43964,2,73,the table,,the table
43965,2,73,the table,,the table
43969,2,73,a kitty,,a kitty
44084,2,73,the language,,the language
44111,2,73,a book,,a book
44114,2,73,a book,,a book
44116,2,73,a book,,a book
44123,2,73,a book,,a book
44127,2,73,a book,,a book
44129,2,73,a book,,a book
44131,2,73,a book,,a book
44132,2,73,the door,,the door
44133,2,73,the door,,the door
44140,2,73,a roll,,a roll
44146,2,73,the bookbag,,the bookbag
44147,2,73,the baby,,the baby
44158,2,73,the way,,the way
44170,2,73,a chance,,a chance
44214,2,73,a job,,a job
44323,2,73,a pack,,a pack
44382,2,73,a book,,a book
44399,2,73,the matter,,the matter
44400,2,73,a nap,,a nap
44403,2,73,the thing,,the thing
44434,2,74,the bed,,the bed
44440,2,74,the train,,the train
44513,2,74,the keys,,the keys
44520,2,74,the one,,the one
44529,2,74,the door,,the door
44532,2,74,the door,,the door
44542,2,74,a bit,,a bit
44543,2,74,a bit,,a bit
44548,2,74,a while,,a while
44585,2,74,a second,,a second
44598,2,74,a baby,,a baby
44599,2,74,the baby,,the baby
44606,2,74,a baby,,a baby
44609,2,74,a piece,,a piece
44613,2,74,a piece,,a piece
44616,2,74,the elephant,,the elephant
44622,2,74,the elephant,,the elephant
44623,2,74,the elephant,,the elephant
44627,2,74,the bookshelf,,the bookshelf
44639,2,74,the morning,,the morning
44640,2,74,the morning,,the morning
44641,2,74,the evening,,the evening
44643,2,74,the day,,the day
44646,2,74,a car,,a car
44656,2,74,the monkey,,the monkey
44675,2,74,the picture,,the picture
44722,2,74,the cord,,the cord
44752,2,74,the vacuum,,the vacuum
44753,2,74,the closet,,the closet
44762,2,74,a bit,,a bit
44776,2,74,the door,,the door
44779,2,74,the door,,the door
44796,2,74,a snack,,a snack
44797,2,74,a snack,,a snack
44799,2,74,a snack,,a snack
44801,2,74,a snack,,a snack
44813,2,74,a snack,,a snack
44814,2,74,a snack,,a snack
44838,2,74,a piece,,a piece
44872,2,74,a water,,a water
44873,2,74,a minute,,a minute
44881,2,74,a pear,,a pear
44901,2,74,the garbage,,the garbage
44919,2,74,a seed,,a seed
44935,2,74,the broccoli,,the broccoli
44936,2,74,the broccoli,,the broccoli
44952,2,74,the piece,,the piece
44987,2,74,the microwave,,the microwave
45005,2,74,a piece,,a piece
45009,2,74,the piece,,the piece
45039,2,74,a book,,a book
45040,2,74,a book,,a book
45045,2,74,a book,,a book
45058,2,74,a sticker,,a sticker
45080,2,74,a kiss,,a kiss
45092,2,74,a book,,a book
45105,2,74,a bow,,a bow
45106,2,74,a bow,,a bow
45111,2,74,the pages,,the pages
45112,2,74,a story,,a story
45117,2,74,a horse,,a horse
45119,2,74,a camel,,a camel
45120,2,74,a camel,,a camel
45122,2,74,a tent,,a tent
45123,2,74,the tent,,the tent
45128,2,74,the tent,,the tent
45129,2,74,the tent,,the tent
45134,2,74,the bow,,the bow
45142,2,74,a bit,,a bit
45149,2,74,the air,,the air
45152,2,74,the bow,,the bow
45154,2,74,the wilderness,,the wilderness
45157,2,74,the brothers,,the brothers
45169,2,74,the family,,the family
45173,2,74,the family,,the family
45175,2,74,the rest,,the rest
45206,2,74,the ones,,the ones
45261,2,75,the ladder,,the ladder
45262,2,75,the slide,,the slide
45267,2,75,the ladder,,the ladder
45268,2,75,the ladder,,the ladder
45270,2,75,the plank,,the plank
45283,2,75,the slide,,the slide
45294,2,75,the log,,the log
45307,2,75,the slide,,the slide
45313,2,75,a ball,,a ball
45316,2,75,a tennis,,a tennis
45319,2,75,the slide,,the slide
45329,2,75,the slide,,the slide
45330,2,75,the slide,,the slide
45352,2,75,a ball,,a ball
45354,2,75,the ball,,the ball
45355,2,75,the slide,,the slide
45359,2,75,the ball,,the ball
45364,2,75,the ball,,the ball
45369,2,75,a tennis,,a tennis
45386,2,75,the ball,,the ball
45393,2,75,the ball,,the ball
45394,2,75,a club,,a club
45404,2,75,a step,,a step
45407,2,75,the head,,the head
45423,2,75,a one,,a one
45462,2,75,the house,,the house
45465,2,75,the house,,the house
45473,2,75,the house,,the house
45574,2,75,a doggie,,a doggie
45576,2,75,the house,,the house
45590,2,75,the baby,,the baby
45592,2,75,a baby,,a baby
45598,2,75,a song,,a song
45599,2,75,a song,,a song
45602,2,75,the swing,,the swing
45621,2,75,the sun,,the sun
45622,2,75,the sun,,the sun
45661,2,75,the doggie,,the doggie
45675,2,75,the gang,,the gang
45692,2,75,the slide,,the slide
45704,2,75,the bunny,,the bunny
45708,2,75,the bunny,,the bunny
45729,2,75,the house,,the house
45740,2,75,the house,,the house
45749,2,75,a glass,,a glass
45751,2,75,the stairs,,the stairs
45773,2,75,a kiss,,a kiss
45831,2,75,a peek,,a peek
45833,2,75,the page,,the page
45834,2,75,the peek,,the peek
45836,2,75,a boo,,a boo
45838,2,75,a boo,,a boo
45862,2,75,a boos,,a boos
45863,2,75,a boo,,a boo
45864,2,75,the toes,,the toes
45865,2,75,a boo,,a boo
45868,2,75,a boo,,a boo
45871,2,75,a boo,,a boo
45874,2,75,the peek,,the peek
45877,2,75,a book,,a book
45880,2,75,a ducky,,a ducky
45881,2,75,a duck,,a duck
45888,2,75,a grandma,,a grandma
45895,2,75,a boat,,a boat
45896,2,75,a boat,,a boat
45897,2,75,a book,,a book
45901,2,75,a boo,,a boo
45911,2,75,the page,,the page
45913,2,75,the elephant,,the elephant
45952,2,75,the snakes,,the snakes
45964,2,75,the pat,,the pat
45972,2,75,a doggie,,a doggie
45973,2,75,a bunny,,a bunny
45988,2,75,the page,,the page
45997,2,75,a boo,,a boo
46001,2,75,the bunny,,the bunny
46008,2,75,the bunny,,the bunny
46009,2,75,the page,,the page
46014,2,75,the page,,the page
46042,2,75,the fishies,,the fishies
46048,2,75,a fish,,a fish
46052,2,75,the fishie,,the fishie
46056,2,75,the puppy,,the puppy
46058,2,75,the one,,the one
46065,2,75,a doggie,,a doggie
46072,2,75,the toy,,the toy
46075,2,75,the teddy,,the teddy
46077,2,75,the teddy,,the teddy
46078,2,75,the toy,,the toy
46086,2,75,a kitten,,a kitten
46087,2,75,the kitten,,the kitten
46091,2,75,the toy,,the toy
46095,2,75,a kitty,,a kitty
46100,2,75,a pecking,,a pecking
46102,2,75,a baby,,a baby
46103,2,75,the chicken,,the chicken
46107,2,75,a chicken,,a chicken
46108,2,75,the egg,,the egg
46115,2,75,a puppy,,a puppy
46116,2,75,a puppy,,a puppy
46141,2,75,a horse,,a horse
46146,2,75,a horse,,a horse
46156,2,75,a pig,,a pig
46162,2,75,a piggy,,a piggy
46164,2,75,the pig,,the pig
46167,2,75,the pig,,the pig
46173,2,75,the cover,,the cover
46178,2,75,a horse,,a horse
46179,2,75,the farm,,the farm
46192,2,75,a goat,,a goat
46196,2,75,the goat,,the goat
46197,2,75,the goat,,the goat
46203,2,75,the goat,,the goat
46204,2,75,the goat,,the goat
46205,2,75,a kiss,,a kiss
46207,2,75,the goat,,the goat
46218,2,75,a farm,,a farm
46221,2,75,a doodle,,a doodle
46223,2,75,a doodle,,a doodle
46224,2,75,a doodle,,a doodle
46226,2,75,a doodle,,a doodle
46231,2,75,the thing,,the thing
46233,2,75,a rooster,,a rooster
46251,2,75,a cow,,a cow
46253,2,75,a horse,,a horse
46254,2,75,the horse,,the horse
46255,2,75,a cow,,a cow
46256,2,75,a cow,,a cow
46281,2,75,the dogs,,the dogs
46284,2,75,a dog,,a dog
46285,2,75,the inside,,the inside
46291,2,75,a doggie,,a doggie
46297,2,75,the page,,the page
46318,2,75,a lion,,a lion
46330,2,75,the pages,,the pages
46332,2,75,the moon,,the moon
46342,2,75,a hippo,,a hippo
46344,2,75,a flamingo,,a flamingo
46346,2,75,a zebra,,a zebra
46348,2,75,a boa,,a boa
46349,2,75,a zebra,,a zebra
46354,2,75,the zebra,,the zebra
46355,2,75,the snake,,the snake
46362,2,75,a leopard,,a leopard
46365,2,75,a peacock,,a peacock
46367,2,75,a walrus,,a walrus
46369,2,75,a zookeeper,,a zookeeper
46371,2,75,a lion,,a lion
46376,2,75,the bear,,the bear
46399,2,75,the peacock,,the peacock
46433,2,75,a stack,,a stack
46437,2,75,the floor,,the floor
46455,2,75,a shirt,,a shirt
46456,2,75,the teddy,,the teddy
46471,2,75,a shirt,,a shirt
46483,2,75,a shirt,,a shirt
46490,2,75,a bathing,,a bathing
46500,2,75,the bottom,,the bottom
46503,2,75,a shirt,,a shirt
46505,2,75,a shirt,,a shirt
46509,2,75,a shirt,,a shirt
46519,2,75,a shirt,,a shirt
46535,2,75,a face,,a face
46548,2,75,a face,,a face
46549,2,75,a face,,a face
46551,2,75,a face,,a face
46558,2,75,a face,,a face
46582,2,75,a tie,,a tie
46601,2,75,the floor,,the floor
46613,2,75,a tower,,a tower
46615,2,75,a tower,,a tower
46626,2,75,a tower,,a tower
46679,2,75,a way,,a way
46731,2,75,a tower,,a tower
46773,2,75,the floor,,the floor
46781,2,75,the ones,,the ones
46784,2,75,the bucket,,the bucket
46806,2,75,the blocks,,the blocks
46808,2,75,the blocks,,the blocks
46834,2,75,a couple,,a couple
46841,2,75,the blocks,,the blocks
46850,2,75,a tower,,a tower
46867,2,75,the floor,,the floor
46876,2,75,a one,,a one
46941,2,75,the floor,,the floor
46943,2,75,the floor,,the floor
46957,2,75,a mess,,a mess
46994,2,75,the mess,,the mess
47038,2,75,the rest,,the rest
47039,2,75,the rest,,the rest
47046,2,75,a helper,,a helper
47049,2,75,a mess,,a mess
47068,2,75,the cupboard,,the cupboard
47090,2,75,a ball,,a ball
47094,2,75,a mitt,,a mitt
47124,2,75,a stack,,a stack
47128,2,75,the family,,the family
47150,2,75,the part,,the part
47153,2,75,a couple,,a couple
47157,2,75,the ball,,the ball
47159,2,75,the ball,,the ball
47174,2,75,the ball,,the ball
47176,2,75,the ball,,the ball
47197,2,75,the ball,,the ball
47225,2,75,the rocket,,the rocket
47231,2,75,the half,,the half
47237,2,75,the eye,,the eye
47293,2,75,a couple,,a couple
47322,2,75,the ball,,the ball
47378,2,75,the rocket,,the rocket
47390,2,75,the couch,,the couch
47400,2,75,a eye,,a eye
47409,2,75,the couch,,the couch
47411,2,75,the couch,,the couch
47438,2,75,a book,,a book
47441,2,75,a book,,a book
47444,2,75,a book,,a book
47451,2,75,a hammer,,a hammer
47452,2,75,a hammer,,a hammer
47455,2,75,a jump,,a jump
47476,2,75,the beads,,the beads
47511,2,75,the ball,,the ball
47513,2,75,a doggy,,a doggy
47560,2,75,the beads,,the beads
47574,2,75,a car,,a car
47592,2,75,the answer,,the answer
47600,2,75,a neck,,a neck
47601,2,75,a llama,,a llama
47644,2,75,a mess,,a mess
47646,2,75,a mess,,a mess
47651,2,75,a dinosaur,,a dinosaur
47662,2,75,a picture,,a picture
47664,2,75,a picture,,a picture
47668,2,75,the balls,,the balls
47669,2,75,a picture,,a picture
47671,2,75,a picture,,a picture
47672,2,75,a picture,,a picture
47676,2,75,the button,,the button
47715,2,75,a book,,a book
47721,2,75,the cow,,the cow
47736,2,75,the story,,the story
47813,2,75,a while,,a while
47830,2,75,a cd,,a cd
47921,2,75,the music,,the music
47938,2,75,a ride,,a ride
47971,2,76,a boy,,a boy
48008,2,76,the spoon,,the spoon
48013,2,76,a spoon,,a spoon
48079,2,76,the spoon,,the spoon
48101,2,76,a spoon,,a spoon
48235,2,76,the car,,the car
48236,2,76,the car,,the car
48253,2,76,the ball,,the ball
48255,2,76,the ball,,the ball
48256,2,76,the ball,,the ball
48258,2,76,the ball,,the ball
48259,2,76,the ball,,the ball
48277,2,76,the people,,the people
48339,2,76,a dog,,a dog
48343,2,76,the cat,,the cat
48345,2,76,the cat,,the cat
48347,2,76,the cat,,the cat
48348,2,76,the street,,the street
48349,2,76,the car,,the car
48352,2,76,a tree,,a tree
48354,2,76,a tree,,a tree
48357,2,76,the car,,the car
48371,2,76,the door,,the door
48380,2,76,the door,,the door
48381,2,76,the door,,the door
48384,2,76,the door,,the door
48392,2,76,the ball,,the ball
48393,2,76,the ball,,the ball
48394,2,76,the ball,,the ball
48395,2,76,the ball,,the ball
48396,2,76,the ball,,the ball
48465,2,76,the horn,,the horn
48486,2,76,the car,,the car
48542,2,76,a car,,a car
48564,2,76,the dog,,the dog
48565,2,76,the dog,,the dog
48566,2,76,the dog,,the dog
48569,2,76,the dog,,the dog
48570,2,76,the dog,,the dog
48571,2,76,the dog,,the dog
48574,2,76,the dog,,the dog
48576,2,76,the dog,,the dog
48584,2,76,a boy,,a boy
48633,2,76,a car,,a car
48634,2,76,a car,,a car
48643,2,76,the flowers,,the flowers
48651,2,76,the flowers,,the flowers
48655,2,76,the plant,,the plant
48701,2,76,a window,,a window
48720,2,76,a bike,,a bike
48728,2,76,a bike,,a bike
48729,2,76,the bike,,the bike
48747,2,76,a plant,,a plant
48777,2,76,the door,,the door
48818,2,76,the bear,,the bear
48819,2,76,the bear,,the bear
48871,2,76,the car,,the car
48872,2,76,the man,,the man
48876,2,76,the car,,the car
48888,2,76,a kiss,,a kiss
48889,2,76,a hug,,a hug
48891,2,76,a hug,,a hug
48995,2,76,the book,,the book
48999,2,76,the book,,the book
49002,2,76,the book,,the book
49003,2,76,the book,,the book
49005,2,76,the book,,the book
49006,2,76,the book,,the book
49007,2,76,the book,,the book
49009,2,76,the book,,the book
49012,2,76,the book,,the book
49026,2,76,the one,,the one
49039,2,76,the book,,the book
49040,2,76,the book,,the book
49041,2,76,the book,,the book
49045,2,76,the book,,the book
49094,2,76,the butterfly,,the butterfly
49096,2,76,the butterfly,,the butterfly
49107,2,76,the book,,the book
49113,2,76,the bear,,the bear
49115,2,76,the bear,,the bear
49116,2,76,the bear,,the bear
49118,2,76,the bear,,the bear
49120,2,76,the bear,,the bear
49122,2,76,the bear,,the bear
49124,2,76,the bear,,the bear
49126,2,76,the monkey,,the monkey
49128,2,76,the monkey,,the monkey
49132,2,76,the birds,,the birds
49134,2,76,the elephant,,the elephant
49136,2,76,the elephant,,the elephant
49140,2,76,the elephant,,the elephant
49143,2,76,the bear,,the bear
49145,2,76,the bear,,the bear
49147,2,76,the bear,,the bear
49149,2,76,the camel,,the camel
49151,2,76,the camel,,the camel
49152,2,76,the camel,,the camel
49156,2,76,the frog,,the frog
49158,2,76,the frog,,the frog
49160,2,76,the frog,,the frog
49161,2,76,the frog,,the frog
49163,2,76,the birds,,the birds
49165,2,76,the birds,,the birds
49167,2,76,the birds,,the birds
49169,2,76,the boat,,the boat
49171,2,76,the boat,,the boat
49172,2,76,the boat,,the boat
49173,2,76,the boat,,the boat
49176,2,76,the clock,,the clock
49178,2,76,the clock,,the clock
49180,2,76,the clock,,the clock
49182,2,76,the clock,,the clock
49207,2,76,the snake,,the snake
49208,2,76,the birds,,the birds
49210,2,76,the bird,,the bird
49212,2,76,the bird,,the bird
49213,2,76,the bird,,the bird
49215,2,76,the bird,,the bird
49217,2,76,the bird,,the bird
49219,2,76,the monkey,,the monkey
49221,2,76,the monkey,,the monkey
49225,2,76,the monkey,,the monkey
49305,2,76,the bear,,the bear
49307,2,76,the bear,,the bear
49316,2,76,the bear,,the bear
49348,2,76,the rest,,the rest
49374,2,76,the bed,,the bed
49377,2,76,the clock,,the clock
49391,2,76,the balloon,,the balloon
49392,2,76,the balloon,,the balloon
49393,2,76,the tree,,the tree
49394,2,76,the tree,,the tree
49396,2,76,the tree,,the tree
49397,2,76,the bed,,the bed
49398,2,76,the bed,,the bed
49399,2,76,the bed,,the bed
49400,2,76,the bed,,the bed
49406,2,76,the bed,,the bed
49409,2,76,the window,,the window
49411,2,76,the window,,the window
49414,2,76,the bed,,the bed
49415,2,76,the window,,the window
49436,2,76,the bed,,the bed
49445,2,76,the bed,,the bed
49446,2,76,the bed,,the bed
49448,2,76,the clock,,the clock
49449,2,76,the clock,,the clock
49455,2,76,a balloon,,a balloon
49456,2,76,a balloon,,a balloon
49462,2,76,a tree,,a tree
49464,2,76,the tree,,the tree
49503,2,76,the bear,,the bear
49504,2,76,the bear,,the bear
49505,2,76,the bear,,the bear
49506,2,76,the bear,,the bear
49546,2,76,the bear,,the bear
49551,2,76,the bear,,the bear
49552,2,76,the bear,,the bear
49566,2,76,the duck,,the duck
49578,2,76,a bird,,a bird
49598,2,76,the baby,,the baby
49599,2,76,the baby,,the baby
49611,2,76,the rest,,the rest
49625,2,76,the house,,the house
49628,2,76,a tree,,a tree
49630,2,76,a tree,,a tree
49643,2,76,the birds,,the birds
49645,2,76,the birds,,the birds
49649,2,76,the dog,,the dog
49650,2,76,the dog,,the dog
49663,2,76,the dog,,the dog
49664,2,76,the dog,,the dog
49665,2,76,the dog,,the dog
49666,2,76,the dog,,the dog
49668,2,76,the dog,,the dog
49669,2,76,the dog,,the dog
49672,2,76,the doggie,,the doggie
49677,2,76,the bird,,the bird
